name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Alto LXi,2007,90000,43826,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Active S Petrol,2016,535000,55838,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,2007,195000,112880,Diesel,Dealer,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L,2011,140000,90000,Diesel,Individual,Manual,Third Owner
Nissan Sunny XL,2012,350000,40000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX VTVT (O),2013,425000,66000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,300000,30300,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Style Limited Edition,2013,340000,85000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009,250000,80659,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LS,2008,170000,81324,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,2013,315000,127884,Diesel,Dealer,Manual,First Owner
Chevrolet Beat PS,2015,200000,50000,Petrol,Individual,Manual,First Owner
Chevrolet Beat PS,2016,300000,25000,Petrol,Individual,Manual,First Owner
Honda Amaze S i-Dtech,2015,300000,66755,Diesel,Dealer,Manual,First Owner
Honda City E,2013,380000,123084,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI BSIII,2009,250000,806599,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,2013,310000,95851,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI Minor ABS,2010,260000,50000,Petrol,Individual,Manual,First Owner
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,150000,50000,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi - BSIII,2006,85000,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2015,280000,15000,Petrol,Individual,Manual,Second Owner
Mahindra Xylo H4 ABS,2016,850000,40000,Diesel,Individual,Manual,First Owner
Datsun GO Plus T Option BSIV,2017,375000,20000,Petrol,Individual,Manual,Second Owner
Hyundai Elantra CRDi (Leather Option),2006,125000,120000,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,2012,250000,110000,Diesel,Individual,Manual,First Owner
Toyota Corolla Altis D-4D J,2014,715000,234000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Era,2011,220000,70000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet,2010,110000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna XXi (Petrol),2007,150000,84000,Petrol,Individual,Manual,Second Owner
Nissan Sunny Diesel XV,2012,300000,170000,Diesel,Individual,Manual,First Owner
Datsun RediGO T Option,2017,220000,40000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX,2006,75000,96000,Petrol,Individual,Manual,Second Owner
Tata Indigo LS,2009,100000,20000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,380000,15000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XK (Non-AC),2007,100000,50000,Petrol,Individual,Manual,First Owner
Volkswagen Passat 1.8 TSI MT,2010,480000,80000,Petrol,Individual,Manual,Second Owner
Toyota Etios GD,2012,300000,124000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2013,190000,70000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel LXI,2012,190000,130000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,650000,19014,Petrol,Dealer,Manual,First Owner
Toyota Corolla Executive (HE),2009,300000,23262,Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Diesel BSIV,2016,700000,29600,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.1L,2015,310000,35925,Petrol,Dealer,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000,Petrol,Individual,Manual,First Owner
Toyota Etios V,2013,415000,40771,Petrol,Dealer,Manual,First Owner
Maruti Celerio VXI AT,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner
Toyota Etios Liva 1.2 G,2014,430000,42000,Petrol,Dealer,Manual,Second Owner
Toyota Corolla H6,2007,215000,55800,Petrol,Dealer,Manual,Second Owner
Renault Duster RXL AWD,2014,550000,66569,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 1.5 TDI Trendline,2014,415000,81358,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2015,450000,82695,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2014,285000,68293,Diesel,Dealer,Manual,Second Owner
Honda Jazz VX CVT,2016,580000,32000,Petrol,Dealer,Automatic,First Owner
Maruti Swift Dzire Tour LDI,2014,300000,190621,Diesel,Dealer,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2018,1200000,60000,Diesel,Individual,Manual,First Owner
Maruti 800 Std MPFi,2006,78000,64700,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 75PS XE,2016,400000,88470,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI SX Option,2016,850000,75000,Diesel,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2013,450000,120000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,2500000,35000,Diesel,Individual,Automatic,First Owner
Toyota Etios 1.4 VXD,2017,780000,70000,Diesel,Individual,Manual,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,2017,3200000,57000,Diesel,Individual,Automatic,First Owner
Maruti Alto 800 VXI,2020,350000,1000,Petrol,Individual,Manual,First Owner
Mahindra Quanto C6,2013,285000,120000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,2015,525000,98000,Diesel,Dealer,Manual,First Owner
Maruti Ciaz ZDi,2014,550000,90000,Diesel,Dealer,Manual,Second Owner
Volkswagen Ameo 1.5 TDI Comfortline,2018,580000,70000,Diesel,Individual,Manual,First Owner
Tata Nano CX SE,2013,75000,25000,Petrol,Individual,Manual,Third Owner
Tata Manza Aura Quadrajet,2009,185000,60000,Diesel,Individual,Manual,Third Owner
Maruti Omni E 8 Str STD,2007,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Honda City 1.5 EXI,2004,180000,200000,Petrol,Individual,Manual,Second Owner
Volkswagen Polo Diesel Comfortline 1.2L,2010,350000,110000,Diesel,Individual,Manual,Second Owner
Chevrolet Optra 1.6 LS,2005,60000,126000,Petrol,Individual,Manual,Second Owner
Mahindra TUV 300 T10,2018,695000,70000,Diesel,Individual,Manual,First Owner
Mahindra Alturas G4 4X2 AT BSIV,2019,2700000,5000,Diesel,Individual,Automatic,First Owner
Maruti Zen Estilo LX BSIII,2007,135000,74183,Petrol,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,640000,70000,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 VXI,2014,160000,90000,Petrol,Individual,Manual,First Owner
Tata Indica LXI,2004,80000,46000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2013,340000,110000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,2012,110000,80000,Diesel,Individual,Manual,Second Owner
Tata Sumo Gold EX,2013,250000,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1300000,70000,Diesel,Individual,Manual,First Owner
Mahindra Quanto C6,2014,250000,1,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,450000,192000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX Minor,2013,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra Bolero DI DX 7 Seater,2007,225000,120000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI Optional,2015,275000,60000,Petrol,Individual,Manual,Second Owner
Tata Sumo Victa CX 7/9 Str BSII,2012,320000,120000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX BSIII,2008,75000,120000,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2007,85000,50000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aqua TDI BSIII,2009,90000,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2007,85000,80000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio M2DI,2008,350000,80000,Diesel,Individual,Manual,Second Owner
Skoda Superb Elegance 2.0 TDI CR AT,2009,355000,100000,Diesel,Individual,Automatic,Second Owner
Maruti Swift VXI,2020,619000,1500,Petrol,Individual,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,2018,1700000,50000,Diesel,Individual,Manual,First Owner
Tata Indica DL,2006,55000,100000,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.6 ZXi Leather,2006,95000,83411,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.6 ZXi Leather,2006,81000,83411,Petrol,Individual,Manual,First Owner
Skoda Superb Elegance 2.0 TDI CR AT,2015,1000000,80000,Diesel,Individual,Automatic,Second Owner
Maruti Ertiga VDI,2019,925000,50000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,450000,40000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio EX,2014,600000,13270,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XL AT eRLX Euro III,2006,85000,100000,Petrol,Individual,Automatic,Third Owner
Mahindra Thar DI 4X4 PS,2016,700000,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,486000,26500,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2013,400000,90000,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 Duratec ZXI,2008,120000,100000,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 LXI,2018,275000,35000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016,580000,57000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LXI,2015,375000,70000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV with ABS,2015,229999,100000,Petrol,Individual,Manual,Third Owner
Maruti Alto LX,2010,110000,88000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2017,600000,60000,Diesel,Individual,Manual,First Owner
Maruti A-Star Vxi,2009,120000,76000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,2010,200000,100000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2012,450000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2012,550000,80000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2012,220000,80000,Petrol,Individual,Manual,Second Owner
Maruti 800 EX,2001,40000,30000,Petrol,Individual,Manual,First Owner
Renault KWID Climber 1.0 AMT,2017,300000,20000,Petrol,Individual,Automatic,First Owner
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2017,610000,40000,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 VTVT S,2019,660000,7000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI LPG BSIV,2012,220000,80000,LPG,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2011,138000,90000,Diesel,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2013,210000,13770,Diesel,Individual,Manual,First Owner
Maruti Zen LXi - BS III,2005,125000,34000,Petrol,Dealer,Manual,First Owner
Maruti Alto LXi BSIII,2008,125000,102000,Petrol,Dealer,Manual,First Owner
Honda City i DTEC SV,2014,725000,110000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2011,170000,90000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,70000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R VXI BSIII,2003,70000,90000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,Second Owner
Honda Civic 1.8 (E) MT,2006,300000,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,2013,450000,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2015,530000,100000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,2007,100000,143000,Petrol,Individual,Manual,Third Owner
Honda City 1.5 V MT,2010,350000,115000,Petrol,Individual,Manual,Second Owner
Tata Manza ELAN Quadrajet BS IV,2011,165000,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,2019,475000,120000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo E4 ABS BS IV,2013,350000,42000,Diesel,Individual,Manual,First Owner
Renault KWID RXL,2016,229999,38000,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,2018,800000,35000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,2014,475000,120000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL 110 PS,2014,425000,136906,Diesel,Individual,Manual,First Owner
Maruti Ciaz VDi Plus,2015,660000,97000,Diesel,Individual,Manual,Second Owner
Honda Amaze S CVT Petrol,2019,610000,10000,Petrol,Individual,Automatic,First Owner
Honda Brio S MT,2013,240000,50000,Petrol,Individual,Manual,Third Owner
Maruti Esteem Lxi,2005,70000,60000,Petrol,Individual,Manual,Second Owner
Toyota Corolla Altis Diesel D4DGL,2011,550000,120000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aura 1.2 Safire,2010,100000,120000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLE,2010,350000,90000,Diesel,Individual,Manual,Second Owner
Hyundai EON Era Plus,2013,200000,120000,Petrol,Individual,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,First Owner
Maruti Ritz VDi,2014,350000,133000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,210000,52000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 E i DTEC,2017,700000,39000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet VX,2011,200000,28689,Diesel,Individual,Manual,First Owner
Tata Aria Pure LX 4x2,2014,495000,90000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Dealer,Manual,First Owner
Ford Freestyle Trend Petrol BSIV,2019,650000,8000,Petrol,Individual,Manual,First Owner
Mahindra Jeep MM 775 XDB,2000,155000,50000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC BSIII,2007,75000,90000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 CRDi Magna,2015,350000,61658,Diesel,Dealer,Manual,First Owner
Maruti Zen Estilo LX BSIV,2010,90000,50000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga SHVS VDI,2016,600000,80000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIII,2010,400000,185000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,370000,57000,Diesel,Individual,Manual,Second Owner
Maruti 800 DX,2000,50000,60000,Petrol,Individual,Manual,First Owner
Honda City 1.5 GXI,2004,125000,120000,Petrol,Individual,Manual,Second Owner
Honda CR-V Diesel 4WD,2018,1800000,26000,Diesel,Individual,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2019,650000,20000,Petrol,Individual,Automatic,First Owner
Maruti Ertiga BSIV VXI AT,2017,800000,30600,Petrol,Individual,Automatic,First Owner
Volkswagen Polo 1.0 TSI Highline Plus,2020,802000,5000,Petrol,Individual,Manual,First Owner
Audi A4 35 TDI Premium,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner
Hyundai Xcent 1.1 CRDi SX,2016,430000,35000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX VTVT,2017,650000,23000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,170000,120000,Diesel,Individual,Manual,First Owner
Skoda Superb Elegance 2.0 TDI CR AT,2011,450000,235000,Diesel,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2013,250000,87000,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Individual,Manual,Second Owner
Jaguar XF 3.0 Litre S Premium Luxury,2013,2000000,64000,Diesel,Individual,Automatic,Second Owner
Maruti Zen Estilo VXI BSIII,2007,140000,100000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,2012,155000,12000,Petrol,Individual,Manual,First Owner
Hyundai Accent Executive,2010,120000,67000,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.5 E 8 STR,2012,287000,70000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,675000,60000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2011,235000,74500,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Asta,2011,300000,118700,Diesel,Individual,Manual,Second Owner
Nissan Micra XL CVT,2015,434999,40000,Petrol,Individual,Automatic,Second Owner
Mahindra Scorpio VLX AT 2WD BSIII,2004,225000,223660,Diesel,Individual,Automatic,Third Owner
Toyota Corolla AE,2006,160000,140000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 Nios Sportz,2020,600000,5000,Petrol,Individual,Manual,First Owner
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,470000,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta 1.2,2018,600000,2000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Nios AMT Magna,2020,640000,4000,Petrol,Individual,Automatic,First Owner
Tata Indica DLS,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai Verna 1.6 VTVT S,2015,600000,35000,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna LPG,2014,290000,29000,LPG,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT S,2015,600000,30000,Petrol,Individual,Manual,First Owner
Tata Manza Aqua Quadrajet BS IV,2012,190000,120000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era 1.1,2008,160000,110000,Petrol,Individual,Manual,Third Owner
Maruti Alto K10 VXI,2017,325000,15000,Petrol,Individual,Manual,First Owner
Mahindra Bolero DI,2006,200000,73756,Diesel,Individual,Manual,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,2018,2800000,40000,Diesel,Individual,Automatic,First Owner
Chevrolet Spark 1.0 LS,2011,125000,60000,Petrol,Individual,Manual,Third Owner
Hyundai i10 Magna 1.1,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai i20 Asta 1.4 CRDi,2015,550000,90000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX BSIII,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti 800 AC,2002,80000,70000,Petrol,Individual,Manual,Second Owner
Toyota Etios Cross 1.4L GD,2015,500000,80000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT BSIV,2019,250000,27000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2012,580000,70000,Diesel,Individual,Manual,First Owner
Daewoo Matiz SD,2002,60000,50000,Petrol,Individual,Manual,First Owner
Toyota Etios GD,2012,300000,185000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2014,200000,90000,Diesel,Individual,Manual,Second Owner
Tata Hexa XT,2017,1200000,16400,Diesel,Individual,Manual,First Owner
Toyota Etios Cross 1.4L GD,2015,350000,80000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W8 4WD,2012,600000,80000,Diesel,Individual,Manual,Second Owner
Honda Jazz V,2019,650000,4000,Petrol,Individual,Manual,First Owner
Maruti A-Star Lxi,2008,120000,40000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2010,180000,120000,Diesel,Individual,Manual,Second Owner
Hyundai Verna VTVT 1.6 AT SX Option,2018,950000,41395,Petrol,Individual,Automatic,First Owner
Tata Manza Aura Quadrajet BS IV,2012,250999,35000,Diesel,Individual,Manual,Second Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Audi A8 L 3.0 TDI quattro,2009,1250000,47000,Diesel,Dealer,Automatic,Second Owner
Chevrolet Beat LT,2013,165000,50000,Petrol,Individual,Manual,First Owner
Hyundai Elantra SX,2015,700000,48000,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W8 4WD,2015,750000,53000,Diesel,Dealer,Manual,First Owner
Mahindra Renault Logan 1.5 DLS,2008,89999,213000,Diesel,Individual,Manual,First Owner
Datsun redi-GO AMT 1.0 T Option,2018,290000,15000,Petrol,Dealer,Automatic,First Owner
Tata Nano Cx BSIII,2014,45000,7000,Petrol,Individual,Manual,Second Owner
Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Dealer,Manual,First Owner
BMW X1 sDrive20d M Sport,2014,1485000,48000,Diesel,Dealer,Automatic,First Owner
Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,First Owner
Honda Amaze S Diesel,2015,400000,60000,Diesel,Dealer,Manual,First Owner
Mahindra KUV 100 D75 K6 Plus,2017,380000,71000,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC CVT VX,2016,750000,45000,Petrol,Dealer,Automatic,First Owner
Honda Brio VX,2017,390000,45000,Petrol,Dealer,Manual,First Owner
Maruti Alto LXi,2009,110000,20000,Petrol,Individual,Manual,First Owner
MG Hector Sharp Diesel MT BSIV,2019,1825000,14000,Diesel,Dealer,Manual,First Owner
Audi A4 35 TDI Premium Plus,2019,3256000,17000,Diesel,Dealer,Automatic,First Owner
Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner
Chevrolet Beat Diesel LT,2013,210000,80000,Diesel,Individual,Manual,Second Owner
Skoda Laura Ambiente 1.9 PD,2007,175000,181000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai Verna 1.6 SX CRDi (O),2012,575000,89550,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D4,2010,320000,90000,Diesel,Individual,Manual,Third Owner
Maruti Swift Ldi BSIV,2010,280000,149500,Diesel,Individual,Manual,Third Owner
Renault Duster 85PS Diesel RxL Optional,2013,500000,190000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Diesel Style,2013,380000,83000,Diesel,Dealer,Manual,First Owner
Maruti 800 AC BSIII,2005,120000,20000,Petrol,Individual,Manual,Second Owner
Maruti Eeco 5 Seater AC BSIV,2018,395000,20000,Petrol,Individual,Manual,First Owner
Skoda Laura 1.9 TDI MT Ambiente,2010,360000,160000,Diesel,Individual,Manual,First Owner
Nissan Terrano XL Plus 85 PS,2015,451000,100000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2010,175000,45000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LS,2009,170000,44800,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XL eRLX Euro III,2006,100000,40000,Petrol,Individual,Manual,Second Owner
Maruti Omni MPI STD BSIV,2014,150000,120000,Petrol,Individual,Manual,Third Owner
Tata Indica Vista Quadrajet LX,2011,149000,10000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet,2011,160000,80000,Diesel,Individual,Manual,Second Owner
Datsun GO Plus T Option Petrol,2018,434999,10000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2014,800000,156000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,819999,120000,Diesel,Individual,Manual,Second Owner
Maruti Baleno Vxi,2007,163000,100000,Petrol,Individual,Manual,Second Owner
Mercedes-Benz E-Class 220 CDI,2001,350000,100000,Diesel,Individual,Manual,Second Owner
Tata Indica GLS BS IV,2006,75000,100000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2012,180000,60000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Trend,2017,675000,30000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI,2013,400000,170000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013,434999,100000,Diesel,Individual,Manual,Second Owner
Tata Indigo GLX,2006,100000,110000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire LDI Optional,2015,419000,170000,Diesel,Individual,Manual,Second Owner
Tata Indica GLS BS IV,2009,200000,100000,Petrol,Individual,Manual,First Owner
Renault Scala Diesel RxL,2014,400000,35000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,790000,40000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Plus,2015,500000,90000,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 TDI Elegance,2012,275000,120000,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Sportz,2012,450000,120000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner
Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner
Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI,2016,360000,33000,Petrol,Dealer,Manual,First Owner
Maruti Alto LXi BSIII,2010,210000,25000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 LXI,2014,220000,66000,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LT BSIV,2009,250000,48000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,990000,146000,Diesel,Dealer,Manual,First Owner
Mahindra Quanto C4,2013,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Jaguar XF 3.0 Litre S Premium Luxury,2012,1800000,50000,Diesel,Individual,Automatic,Second Owner
Honda City i VTEC V,2014,530000,50000,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,575000,50000,Diesel,Individual,Manual,First Owner
Mahindra Xylo E4,2012,400000,99000,Diesel,Dealer,Manual,First Owner
